ride_dist,ride_time,ride_speed,ride_id
2.676133949491537,0.09554326068164645,28.009656886303166,202401130
5.767077920310811,0.1903270206165483,30.300888973246412,202401131
7.592509747868742,0.2149347203346112,35.32472434443674,202401132
5.692361461548019,0.22056408902542707,25.80819700387307,202401133
5.865082671402665,0.2919846880341146,20.086952884040983,202401134
1.0109944112008795,0.031008243499282582,32.604052894007694,202401135
9.320743079043282,0.4150491144441329,22.456964139114884,202401136
6.232284727578645,0.21005712463173787,29.66947557006119,202401137
6.4972403484674235,0.1914074076989952,33.944560592372156,202401138
6.419494176359261,0.18828034680297318,34.095402336798166,202401139
7.299201599061279,0.20360464957002006,35.84987678069242,2024011310
6.138871764383159,0.18928454625738253,32.43197548750618,2024011311
5.964944613932382,0.1700351418697471,35.080657729575336,2024011312
1.9000935652446949,0.06041984914588476,31.448167979646662,2024011313
3.291718292972278,0.13451527348267442,24.470963093988367,2024011314
1.9709522479156238,0.060614131444630764,32.51638192186307,2024011315
0.27921128314584487,0.009639861812417983,28.96424124940955,2024011316
5.449957002011128,0.22810311915355921,23.892514149892936,2024011317
3.6297479200825045,0.185551040449636,19.561991737080692,2024011318
5.419625655362205,0.14377196217910515,37.695984482778776,2024011319
8.337897032169671,0.3177252046598089,26.242479066453445,2024011320
0.7536160668652581,0.027707063441587847,27.199420409674044,2024011321
7.231813196375544,0.2721376188137452,26.57410330809537,2024011322
5.5513848479474435,0.18220675434520545,30.46750307307431,2024011323
6.035090994865494,0.19321913214624814,31.23443795564466,2024011324
8.075894983397827,0.2804054155093646,28.800781071676983,2024011325
9.327090114995759,0.3507853935091885,26.589163310619554,2024011326
4.478676696920952,0.14821163462184037,30.218118222285483,2024011327
1.7989249295935328,0.08719844338329241,20.630241318484526,2024011328
1.0804657185511513,0.03968950604201704,27.222957055885836,2024011329
4.470751728682235,0.1433773952307547,31.18170560629107,2024011330
9.863991385844274,0.3779956452621495,26.095515939087996,2024011331
7.368444296461671,0.20364244540619714,36.18324402736444,2024011332
6.268144963490451,0.2049448302808905,30.584547826356694,2024011333
8.788293725771227,0.29791539874451234,29.499293298725835,2024011334
8.710530268256843,0.24855593857203317,35.04454698728702,2024011335
